Word,Frequency
000,8
10,11
100,9
1000,1
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
101,1
1010,1
1011,1
1012,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
102,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,1
1028,1
1029,1
103,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
104,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,1
1047,1
1048,1
1049,1
105,1
1050,1
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
106,1
1060,1
1061,1
1062,1
1063,1
1064,1
1065,1
1066,1
1067,1
1068,1
1069,1
107,1
1070,1
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
108,1
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,1
1088,1
1089,1
109,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
11,3
110,1
1100,1
1101,1
1102,1
1103,1
1104,1
1105,1
1106,1
1107,1
1108,1
1109,1
111,1
1110,1
1111,1
1112,1
1113,1
1114,1
1115,1
1116,1
1117,1
1118,1
1119,1
112,1
1120,1
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
113,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
114,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,1
115,1
1150,1
1151,1
1152,1
1153,1
1154,1
1155,1
1156,1
1157,1
1158,1
1159,1
116,1
1160,1
1161,1
1162,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
117,1
118,1
119,1
12,1
120,2
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
13,4
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
14,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
15,2
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
16,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
17,6
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
18,1
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,1
19,22
190,1
191,1
192,1
193,1
1932,3
194,1
195,1
196,1
197,1
198,1
1980,3
199,1
1992,3
20,1
200,1
2000,5
201,1
2016,26
2018,3
202,1
2020,134
2021,4
2024,4
203,1
204,1
205,1
206,1
207,1
208,1
209,1
21,1
210,1
211,1
212,1
213,1
214,1
215,1
216,1
217,1
218,1
219,1
22,6
220,1
221,1
222,1
223,1
224,1
225,1
226,1
227,1
228,1
229,1
23,1
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,1
239,1
24,1
240,1
241,1
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,1
25,1
250,1
251,1
252,1
253,1
254,1
255,1
256,1
257,1
258,1
259,1
26,1
260,1
261,1
262,1
263,1
264,1
265,1
266,1
267,1
268,1
269,1
27,1
270,8
271,1
272,1
273,1
274,1
275,1
276,1
277,1
278,1
279,1
28,1
280,1
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,1
289,1
29,2
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,1
30,1
300,1
301,1
302,1
303,1
304,1
305,1
306,1
307,1
308,1
309,1
31,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,1
32,3
320,1
321,1
322,1
323,1
324,1
325,1
326,1
327,1
328,1
329,1
33,1
330,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
34,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,1
35,4
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
36,1
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,1
37,1
370,1
371,1
372,1
373,1
374,1
375,1
376,1
377,1
378,1
379,1
38,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
39,1
390,1
391,1
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,1
40,1
400,1
401,1
402,1
403,1
404,1
405,1
406,1
407,1
408,1
409,1
41,1
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,1
42,2
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,1
428,1
429,1
43,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
44,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
45,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
46,1
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,1
47,1
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
48,1
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,1
49,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
50,2
500,6
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
51,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
52,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
53,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
54,2
540,1
541,1
542,1
543,1
544,1
545,5
546,1
547,1
548,1
549,1
55,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
56,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
57,2
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
58,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
59,1
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,1
599,1
60,5
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
61,1
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,1
62,1
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,1
63,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
64,2
640,1
641,1
642,1
643,1
644,1
645,1
646,1
647,1
648,1
649,1
65,1
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,1
66,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
67,1
670,1
671,1
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,1
68,1
680,1
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,1
69,1
690,1
691,1
692,1
693,1
694,1
695,1
696,1
697,1
698,1
699,1
70,1
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,1
71,1
710,1
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
72,1
720,1
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,1
73,1
730,1
731,1
732,1
733,1
734,1
735,1
736,1
737,1
738,1
739,1
74,1
740,1
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,1
749,1
75,1
750,1
751,3
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,1
76,1
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
77,1
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1
78,4
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,1
789,1
79,1
790,1
791,1
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,1
80,1
800,1
801,1
802,1
803,1
804,1
805,1
806,1
807,1
808,1
809,1
81,1
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,1
82,1
820,1
821,1
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,1
83,1
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,1
838,1
839,1
84,1
840,1
841,1
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,1
85,1
850,1
851,1
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,1
86,1
860,1
861,1
862,1
863,1
864,1
865,1
866,1
867,1
868,1
869,1
87,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,1
88,1
880,1
881,1
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,1
89,1
890,1
891,1
892,1
893,1
894,1
895,1
896,1
897,1
898,1
899,1
90,6
900,1
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,1
909,1
91,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
92,1
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,1
929,1
93,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
94,1
940,1
941,1
942,1
943,1
944,1
945,1
946,1
947,1
948,1
949,1
95,5
950,1
951,1
952,1
953,1
954,1
955,1
956,1
957,1
958,1
959,1
96,1
960,1
961,1
962,1
963,1
964,1
965,1
966,1
967,1
968,1
969,1
97,1
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,1
978,1
979,1
98,1
980,1
981,1
982,1
983,1
984,1
985,1
986,1
987,1
988,1
989,1
99,1
990,1
991,1
992,1
993,1
994,1
995,1
996,1
997,1
998,1
999,1
abiy,3
abortion,13
about,59
abroad,3
absentee,4
accept,2
access,4
according,1
accuses,4
across,3
act,4
activist,4
activists,3
actualidad,1
actually,7
ad,3
address,3
administration,4
admitted,4
adults,3
aegean,2
affect,1
affected,2
affects,2
affordable,4
afghanistan,5
after,55
again,14
against,12
agency,4
agents,2
ago,3
agreement,5
ahead,16
ahmed,3
aid,2
aide,4
aim,4
airport,1
al,3
alabama,3
alcohol,4
alert,3
alexandria,1
algorithms,4
all,12
allegations,3
almost,4
already,7
also,3
amendment,5
america,22
american,4
americans,21
amid,5
amy,3
an,14
ana,3
analysis,5
analyst,4
anchors,2
and,170
anderson,2
animals,2
announce,4
announcement,3
announces,2
another,2
answer,6
answers,1
anthony,8
anti,3
anxieties,4
anxiety,4
any,1
anybody,1
análisis,1
appeals,8
applications,5
appointed,3
appoints,6
approach,4
arabic,2
ardern,6
are,50
area,1
areas,3
aren,3
arizona,4
armed,1
around,10
arrest,2
arrested,3
arrests,4
arrived,4
arriving,4
arrowhead,3
as,48
asked,1
asks,7
asociadas,1
assange,5
associated,3
at,30
atlas,8
attack,34
attacker,1
attackers,1
attacks,5
attempt,3
attention,3
audience,1
audio,1
austrian,6
authorities,5
avlon,3
awaits,3
años,1
back,2
backers,4
backlash,4
bad,6
bail,4
balance,8
ballot,23
ballots,47
ban,5
banning,3
bar,3
bash,1
battle,10
battleground,7
be,40
become,9
becomes,4
been,7
before,29
behind,1
being,6
belarus,4
believe,7
believed,4
belongs,1
bet,7
between,4
bid,4
biden,117
bids,4
big,7
biggest,6
bill,7
bipartisanship,3
birthday,3
birx,10
biter,3
black,14
blames,5
blitzer,2
blowing,2
blue,6
bobi,3
body,4
bogotá,1
border,8
boris,5
both,3
bottomless,4
bowl,3
brace,4
brazen,4
break,9
breaks,1
breakthrough,4
breonna,6
briefing,1
british,1
broke,7
broward,3
buffett,3
built,3
bullets,3
bureau,4
burn,2
bus,11
bush,4
but,16
buttigieg,3
by,17
cabinet,1
california,10
call,12
called,6
callous,3
calls,7
calm,2
cam,1
cameras,2
campaign,76
campaigns,4
can,22
candidate,7
candidates,2
caravan,4
care,19
carolina,17
case,5
cases,11
cash,4
cast,26
casting,4
cautiously,1
cbc,4
cdc,4
cedes,4
celebrity,2
celebs,5
certainly,3
challenge,5
challenged,1
challenges,3
chance,3
chancellor,2
chances,3
change,15
changed,1
charge,5
charged,6
cheating,4
check,19
checkers,2
chief,4
chiefs,3
children,6
chilling,2
choice,8
choose,4
chris,1
christie,1
cia,3
cites,3
city,11
ciudad,1
civil,10
claim,1
claims,15
clash,1
claudia,1
clear,3
climate,9
close,8
closely,3
closes,7
closing,2
clueless,3
clínica,1
cnn,595
cnnpolitics,465
coin,1
college,3
collins,10
colombia,1
colorado,9
columnist,3
combatted,3
commentary,3
comments,10
committee,4
compared,2
competitive,4
compromise,4
con,4
concedes,3
concern,3
concerning,2
concerns,4
condemn,5
conditions,1
conducted,4
confident,1
confirma,1
conflict,4
confrontation,3
congressional,2
congresswoman,4
connected,4
conservatives,3
consider,1
conspiracy,2
contact,1
contending,2
contested,4
context,6
contributors,3
controlling,3
cookware,4
cooper,2
cope,4
corbyn,3
cori,4
corner,1
coronavirus,28
correct,2
correction,1
cortez,1
cost,3
could,26
council,3
count,13
counted,7
counties,1
counting,3
country,12
counts,8
county,15
court,31
courts,4
coverage,5
covid,28
credibility,1
credible,3
crisis,10
critical,8
criticism,7
cross,1
crow,3
crucial,4
críticas,1
cumple,1
cupp,3
curated,2
curfew,3
cuts,2
cutting,4
cyber,4
d10s,1
dababy,4
dana,1
danger,4
dangerous,6
darkest,3
databases,2
david,6
day,114
days,22
de,3
dead,11
deadliest,3
deadline,5
deal,6
death,12
deaths,1
debate,15
debates,3
deborah,6
decade,3
decent,4
decide,9
decisions,2
declared,3
deeper,4
defeating,6
definitely,1
defying,4
dejoy,1
del,1
delayed,4
delegitimize,4
deliver,2
democracy,8
democrat,10
democratic,14
democrats,37
denies,1
depended,1
depends,3
deplorables,3
deputized,2
derecho,1
describe,1
details,3
detener,1
devastating,3
dewine,4
diagnosis,4
dichos,1
didn,10
diego,1
differences,3
different,4
digital,3
dilemma,1
dimon,4
director,3
disappointing,2
disastrous,2
discloses,4
discuss,2
disease,4
disenfranchised,4
dishonesty,4
disputed,3
distressing,1
districts,4
divided,3
dixville,5
do,22
doctors,3
documents,1
does,4
doesn,3
doha,1
don,8
donald,26
donaldson,3
double,2
doubles,2
doubt,7
doug,3
down,3
dr,7
drawn,2
drop,2
duck,5
duo,4
during,10
días,1
early,42
earthquake,7
east,10
eat,3
echo,4
efforts,4
egregious,3
either,1
el,4
elecciones,1
elected,4
election,450
elections,9
electoral,11
elite,4
else,4
eluded,4
emotions,1
en,3
end,3
ended,1
endorse,3
endorses,4
ends,4
energizes,3
energy,4
enforced,1
engaged,2
england,4
enrollment,4
enter,1
entitled,3
era,11
erect,4
eric,4
es,1
escalate,1
estrella,1
está,1
et,1
ethiopia,5
europe,3
euthanasia,5
eve,5
even,4
event,5
ever,5
evers,1
every,3
everyone,4
everything,4
evictions,1
evil,1
ex,4
examination,1
exceptions,2
exclusive,4
excuse,2
exit,9
expansive,1
expect,4
expected,4
experience,3
experienced,1
expert,4
explained,6
explains,2
exposed,5
extradited,3
extraordinary,2
eye,5
face,3
facebook,7
faces,4
facilitate,4
facilities,2
facing,8
fact,21
fails,9
fair,1
fake,3
fall,6
falsehoods,6
falsely,5
falter,1
familiar,4
families,7
family,4
far,5
fatal,3
fate,4
father,2
fauci,17
favor,4
feared,4
fearing,3
fears,3
federal,11
feel,6
feels,3
fejzulai,1
felony,4
female,8
fence,7
few,5
fewer,2
fight,8
filed,4
filings,5
final,20
finds,1
finger,3
finney,1
fire,8
first,37
fiscalía,1
flags,2
flew,4
flip,8
flipping,1
flips,1
florida,18
focused,3
focuses,3
focusing,1
follows,4
food,3
fooled,3
footage,1
for,142
force,7
forced,3
forecast,1
foreign,16
forever,1
forgive,2
form,4
formally,2
former,12
formerly,3
founder,3
four,10
fox,1
fracking,2
francia,1
fraternity,4
fraud,3
free,11
french,6
friday,4
from,28
full,11
fundraisers,4
fundraising,5
future,2
futures,1
fútbol,1
gas,3
gatherings,3
gay,3
general,4
georgia,17
get,16
gets,3
getting,3
getty,1
ghost,3
gideon,3
gift,4
gira,1
giro,1
give,3
given,4
giving,4
global,7
go,8
goes,4
going,16
goldman,3
good,12
gop,20
gore,3
gospel,4
got,4
gov,2
government,6
governor,16
governors,2
graham,1
grand,6
grandes,1
greece,5
greene,1
guidance,4
guide,1
gun,1
gunman,1
gunmen,7
habits,1
hack,5
hackers,2
half,3
hall,2
halloween,10
halt,4
hampshire,2
hang,1
happen,5
harder,3
harrison,1
harry,5
has,24
hate,1
have,37
hazing,4
he,21
head,3
headquarters,3
heads,5
health,18
hear,2
heated,5
held,1
help,3
henderson,3
her,6
here,37
high,4
higher,5
highest,1
himself,3
his,18
hispanic,4
historias,1
historically,3
history,15
hitting,4
hold,4
holder,4
hollywood,4
hologram,4
home,11
homeland,4
hope,8
hopes,9
hoping,4
horror,1
hospital,2
hospitalizado,1
hospitalized,4
hospitals,2
house,47
household,3
houses,2
housesitter,5
houston,1
how,76
hubbies,3
human,1
hurdles,3
ideal,5
if,16
ilhan,2
immigrant,4
immigration,2
impeachment,1
important,8
in,281
incarcerated,3
incident,3
including,3
incredibly,2
independent,4
india,3
indigenous,6
infections,1
infectious,4
influence,4
influencing,2
information,1
injured,6
inside,3
inspectors,1
instead,1
institutions,1
interactive,1
interference,4
interview,1
into,9
introduce,1
invalidate,1
invasive,1
investigated,5
involved,2
iowa,5
iran,4
iraq,1
is,146
isis,1
isn,3
issue,4
issued,2
issues,8
it,57
its,8
jacinda,6
jack,4
jail,1
jaime,1
jake,3
jamie,4
jenner,7
jeopardy,2
jeremy,3
jersey,2
jets,3
jewish,1
jews,3
jim,3
job,1
jobless,2
jobs,4
joe,23
john,6
johnson,6
joint,5
jon,6
jones,3
joy,2
jr,10
judge,1
judges,3
judgment,4
jurors,2
jury,4
just,14
justice,3
kabul,5
kansas,3
kanye,4
kardashian,7
kavanaugh,3
keeping,1
kelly,4
kendall,7
kenosha,5
kentucky,3
key,29
kids,2
kill,7
killed,5
kim,7
kind,3
kinds,4
king,7
knife,5
know,21
knows,4
korean,3
kris,4
kujtim,1
kyle,3
la,4
label,2
labels,1
labor,2
labour,3
lame,5
land,7
landslide,1
large,1
las,1
last,4
late,9
latest,18
latino,6
latinos,1
law,4
lawns,2
laws,4
lawsuits,8
lawyer,5
lead,4
leader,5
leads,1
least,7
leaves,1
led,1
lee,2
legalize,7
legend,2
lemon,2
leslie,4
less,5
lesson,1
let,5
lets,3
lewd,4
lgbtq,3
life,1
like,12
likely,9
lindsey,1
lines,6
linger,4
list,4
live,21
lives,10
ll,9
local,3
location,3
lockdown,5
loeffler,4
logistical,3
longtime,3
look,8
looming,4
looms,4
looting,2
lose,3
lost,6
louisiana,7
love,1
lsu,4
lt,1
luis,1
lópez,2
macron,2
made,7
magic,1
magnitude,2
mahomes,3
mail,18
mailed,4
main,2
maine,14
major,2
make,10
makes,5
making,2
man,3
manager,5
many,3
map,9
maps,1
maradona,2
march,6
marco,6
marijuana,6
marjorie,1
mask,1
massachusetts,3
math,5
matter,17
matters,16
may,7
mayor,5
mcbride,5
mcconnell,7
mcgrath,3
mckesson,4
me,2
mean,8
measures,7
media,10
medicare,2
meet,2
melania,8
member,4
mental,1
message,5
messages,3
mi,1
michigan,5
middle,13
midnight,1
midwest,3
mientras,1
might,5
mike,4
military,3
million,18
mind,2
mine,3
minister,7
minnesota,8
mirage,4
misinformation,1
misleading,1
misleads,3
miss,4
missed,3
missouri,4
mitch,3
mnuchin,3
mob,3
moderates,3
modern,4
moment,6
moments,1
money,1
months,3
moon,4
more,38
morning,3
morrison,1
most,22
mother,7
move,3
movement,2
moves,8
moving,3
mowing,2
mps,1
much,2
mueller,7
must,8
mvp,3
my,7
nail,3
names,4
nation,9
national,2
navarro,3
near,1
nearly,2
need,15
needed,1
needs,16
nevada,3
never,4
new,42
news,37
next,8
nice,6
nicklaus,4
night,35
no,14
non,4
north,17
not,29
notch,5
november,3
now,3
nuevo,1
nxivm,1
obama,6
obamacare,4
obrador,1
ocasio,1
october,1
odom,4
of,171
ofender,1
off,6
offer,3
officers,2
offices,4
official,7
officially,5
officials,25
ohio,7
olds,5
omar,3
on,164
once,1
one,19
online,1
only,4
open,4
operation,4
operatives,3
opinion,116
opponents,1
opposition,5
optimistic,1
or,23
order,3
ordered,3
orders,2
organizer,4
ossoff,6
other,10
others,7
our,6
out,31
outage,1
outbreak,3
outcome,7
over,15
oversight,4
own,3
pa,1
pain,4
palabras,1
pandemic,12
pantheon,1
paris,5
partnering,4
party,28
paso,3
passes,13
past,2
path,1
paths,1
patience,3
patient,3
patrick,3
peace,1
peaceful,3
pelosi,6
pennsylvania,34
people,11
pepper,8
perdue,6
performing,2
person,10
personal,7
personally,2
pete,2
petition,1
philadelphia,11
photographer,1
photos,1
pictures,2
pit,4
pivotal,3
place,5
planet,3
plans,4
plata,1
play,2
playlist,4
playlists,2
pleasant,1
pleased,1
pm,1
podcast,1
poisoning,4
poland,2
police,26
policy,10
political,14
politicians,3
politicization,4
politics,14
poll,9
polling,14
polls,37
pollster,3
pollsters,3
pope,6
por,1
portada,1
positive,1
possible,3
post,11
postal,1
posts,4
potential,4
power,7
powerful,3
praise,3
praises,2
pre,1
precaution,1
predict,2
predicts,2
premarket,8
premature,2
prematurely,1
preparation,3
prepare,3
preparing,2
present,6
president,11
presidential,41
primary,5
prince,4
pro,2
problem,10
process,4
processing,2
proclamation,4
program,2
projection,8
projections,2
prosecutor,4
protect,7
protest,4
protests,8
prove,4
provide,5
psa,4
public,12
puerto,11
pulls,1
pundits,2
purple,1
push,3
put,3
qanon,2
quarantine,2
que,1
quebec,4
question,2
questions,7
race,12
races,13
racial,3
racism,8
rages,1
rallies,1
rally,6
range,1
ranked,4
rapper,4
rare,4
re,6
read,4
ready,1
real,5
realized,2
really,3
reason,3
reasons,3
reaviva,1
received,11
receiving,2
recently,4
rechaza,1
reckoning,3
record,4
records,5
recount,4
recovering,2
recreational,2
red,4
redacted,5
redactions,2
reelection,11
referendum,3
reflects,3
refused,5
region,7
register,3
registered,3
registration,1
reinvent,4
reject,2
release,4
released,3
releases,2
relief,1
relying,4
remove,2
removing,2
rep,1
repair,1
report,12
reporter,1
reports,7
republican,24
republicans,14
request,2
requested,4
residents,1
respect,4
respond,1
responded,3
responders,2
responding,5
responds,4
response,4
restrictions,2
result,3
results,53
return,4
returns,3
reunite,4
review,4
revisiting,1
rhetoric,4
rican,3
rick,1
rico,8
rides,4
right,1
rights,1
rises,7
risk,4
rittenhouse,3
rnc,1
road,8
robert,6
rodney,2
role,2
rounds,1
rubber,3
rubio,6
rule,5
rules,16
ruling,4
run,3
runoff,1
russian,5
sachs,3
safely,6
said,1
sale,3
sam,3
same,6
sara,3
sarah,5
say,7
says,79
scalable,4
scared,3
scarier,2
scenario,1
scene,2
science,4
scott,6
scotus,2
scrambling,3
se,3
sea,2
seat,2
seats,1
second,2
seconds,3
secretary,6
securing,2
security,7
see,18
seeing,2
seek,4
seeking,1
seeks,4
seemed,1
selfies,1
semitism,3
sen,4
senate,36
senator,14
senators,2
senior,2
sentence,1
separated,4
series,3
services,2
set,8
sets,3
seven,4
several,8
sex,6
sham,1
shape,7
shaping,3
share,5
she,11
shifted,5
shockingly,2
shooting,12
shootings,6
shots,4
should,4
show,8
shows,10
sick,2
similar,3
since,1
single,1
sings,4
sinking,4
site,5
skipping,3
slams,5
slew,3
smith,2
smoother,4
snacks,3
so,12
soar,1
sobre,3
social,10
solicitó,1
solo,4
some,10
soul,1
sounds,5
soundtrack,2
south,7
speaks,1
special,1
specials,4
speech,13
split,3
sports,2
spot,4
spray,8
spread,4
sprint,5
stabbing,4
stadium,3
stage,4
stain,1
stakes,3
stand,3
standup,4
stars,2
start,3
starts,4
state,32
statehood,8
states,31
statewide,3
statue,2
status,2
stay,9
stern,2
still,16
stimulus,9
stirs,4
stock,1
stocks,9
stone,5
stop,9
stopped,2
stories,3
storms,2
story,2
strategy,3
street,8
stress,3
stressed,5
stretch,5
strikes,2
stronghold,1
struck,2
student,4
students,5
study,1
styles,5
subpoena,4
suburban,4
suggests,5
super,3
support,7
supporter,2
suppression,6
supreme,22
sure,3
surge,11
surpasses,6
surrounded,1
survival,3
sus,1
susan,10
suspect,6
suspends,3
sway,2
sweep,2
swing,4
swipe,6
swirling,3
synagogue,1
system,8
systemic,7
take,2
taken,6
takes,2
taking,1
talk,5
talking,3
talks,3
tanzania,5
tape,4
tapper,5
target,3
targets,7
task,4
taylor,7
tear,3
tech,4
tell,4
telling,1
tells,6
tens,4
tensions,1
terror,9
terrorist,6
terrror,1
test,3
testimonial,2
tests,1
texas,24
thai,4
thailand,4
than,26
that,20
the,304
their,15
them,7
theory,2
there,7
these,23
they,20
things,6
think,1
thinks,3
third,3
this,62
thoughts,3
thousands,8
threat,4
threats,2
three,2
through,6
throw,4
tigray,3
tiktok,5
time,19
times,1
tiny,4
tips,5
to,360
today,3
told,4
toll,7
tom,1
tommy,3
tonight,12
tony,1
too,8
top,6
torno,1
toss,1
total,6
totally,3
tours,4
tout,2
towards,2
town,2
towns,2
township,4
tracing,1
track,4
tracker,1
trade,5
tradition,1
transformed,3
transgender,5
transition,3
travels,2
tremor,2
tried,4
truly,4
trump,226
truth,1
trying,3
tuberville,3
tuesday,8
turf,4
turkey,7
turkish,1
turn,7
turnout,12
tweak,3
tweaks,1
tweet,1
twice,1
twitter,3
two,11
uae,3
uganda,3
uk,7
ultimate,3
un,1
una,1
unacceptable,1
under,7
undercut,1
underscored,4
underway,4
undo,4
uneasy,4
unequivocal,3
unfamiliar,4
unfolds,1
unhappy,1
unimaginable,3
unions,8
unique,4
united,3
university,5
unleashed,3
unleashes,8
unlike,1
until,5
up,22
update,6
updates,14
uproar,2
uptick,3
urge,3
us,125
use,10
used,5
using,4
usps,7
vandals,3
vanity,1
vatican,6
venezolanos,1
verdict,3
vermont,4
very,5
victor,1
victory,7
videgaray,1
video,162
vienna,21
view,4
violence,8
virginia,3
virus,4
visiting,3
vote,66
voted,8
voter,25
voters,59
votes,25
voting,80
vows,3
vulnerable,2
wait,8
wake,2
wakeup,2
wall,14
wallace,6
wallaces,3
walter,7
wants,1
war,2
warn,3
warning,10
warren,3
was,10
washington,4
wasn,4
watch,28
watcher,1
watchers,4
watching,6
wave,1
way,10
we,31
wear,2
wearing,1
weather,3
wednesday,1
week,8
weeklong,4
weigh,1
well,3
were,17
west,5
what,87
when,14
where,3
whether,8
which,2
while,19
white,26
who,24
whole,7
why,36
wi,2
widespread,1
wikileaks,5
wikipedia,1
will,52
william,4
win,25
window,5
wine,3
winner,1
winning,3
wins,19
wisconsin,12
with,72
wives,3
woes,4
wolf,3
woman,2
women,4
won,3
words,6
work,7
worker,1
working,8
works,3
world,17
worried,1
worry,2
worst,3
would,9
wouldn,2
wrong,1
year,5
years,10
yet,13
you,29
young,6
your,24
zealand,11
zeta,2
zoo,2
zoom,1
أمريكا,2
انتخابات,2
تغريدة,2
توسم,2
تويتر,2
جاء,2
فيها,2
لترامب,2
ما,2
مضللة,2
هذا,2
